Country,Area,Location,Activity,Age,Fatal?,Species,Year
AUSTRALIA,South Australia,Largs Bay,Fishing,61,N,,1953
AUSTRALIA,Tasmania,Wynyard,Fishing,MAKE LINE GREEN,N,10' to 12' shark,1953
AUSTRALIA,South Australia,Cape Douglas,"Fishing, setting nets",25,N,2.4 m [8'] shark,1952
ITALY,Genoa  Province,Riva Trigoso,Fishing,17,N,200-lb shark,1952
USA,California,"Pacific Grove, Monterey Bay, Monterey County",Body surfing & treading water,17,Y,"White shark,4.6 m [15'] ",1952
USA,Hawaii,"Maile Beach, O'ahu",Swimming from fishing boat setting nets,40,Y,>6.7 m [22']  shark,1952
ITALY,Teramo,Giulianova,Fishing,19,Y,2m shark,1952
USA,Florida,"Panacea, Wakulla County",Fishing for trout ,,N,"Hammerhead shark, 5' ",1952
USA,South Carolina,Seabrook Beach,Fishing, 43,N,a small shark',1952
USA,South Carolina,Seabrook Beach,Fishing,34,N,a small shark',1952
USA,California,"San Diego, San Diego County",Fishing,34,N,,1952
USA,Puerto Rico,"Mona Island, 40 miles west of the mainland ","Spearfishing, carrying fish on spear",,N,"Tiger shark, 1.5 m [5'] ",1952
USA,California,"Imperial Beach, San Diego County",Swimming on surface,,N,"White shark, 2 m to 4 m [6'9"" to 13'] ",1952
AUSTRALIA,Western Australia,Boyup Brook,"Fishing, standing in water washing fish",,N,"Carpet shark, 5' ",1952
AUSTRALIA,South Australia,Streaky Bay,Fishing for white sharks,,N,"White shark, 15'3"", 2,333-lb ",1952
SUDAN,Red Sea State,"Suakin Harbor, Suakin Island",Spearfishing,,N,"a ""small slim brown shark""",1952
AUSTRALIA,New South Wales,Evans Head,Surfing,,N,8' shark,1952
PAPUA NEW GUINEA,"Admiralty Islands, Manus Province","Momote, Manus Island",Spearfishing,,Y,"""Attacked by a number of sharks""",1952
PAPUA NEW GUINEA,New Ireland Province,"Samo Plantation, east coast ",Spearfishing,27,Y,,1952
MOZAMBIQUE,Bay of Maputu,Catembe ,Swimming,15,Y,,1951
AUSTRALIA,New South Wales,North Bondi,Spearfishing,18,N,"Wobbegong shark, 1.8 m [6'] ",1951
AUSTRALIA,New South Wales,"Merewether Beach, Newcastle",Treading water,21,Y,2.4 m [8']  shark,1951
SOUTH AFRICA,KwaZulu-Natal,"South Beach, Durban",Swimming,23,N,"White shark, 1.8 m [6'] ",1951
JAMAICA,Kingston Parish,Kingston Harbor,Fishing,81,N,,1951
SOUTH AFRICA,KwaZulu-Natal,Winkelspruit,Treading water,24,N,"White shark, 2.4 m [8'] ",1951
AUSTRALIA,Queensland,"Ocean baths, Kissing Point Beach ",Swimming,42,Y,,1951
ITALY,Salerno,Amalfi,Swimming,21,Y,,1951
AUSTRALIA,Queensland,Fitzroy River near Rockhampton,"Body found on deserted luxury yacht, 38 Christine",56,Y,,1951
GREECE,Corfu Island,Off Royal Residence,Swimming,18,N,White shark,1951
GREECE,Corfu Island,Off Royal Residence,Swimming,16,Y,White shark,1951
PACIFIC OCEAN,,In Los Angeles  Honolulu yacht race,Fell overboard,40,N,2.1 m [7'] shark,1951
FRENCH POLYNESIA,Tuamotus,"Outer edge of Hikueru, one of the Central Tuamotu atolls",Spearfishing,39,N,,1951
AUSTRALIA,New South Wales,Avalon,Fell off surf ski,23,N,"Wobbegong shark, 4'",1951
AUSTRALIA,New South Wales,Sydney,"Fishing, casting in the surf","""young""",N,5.5 m [18'] shark,1951
SOUTH AFRICA,KwaZulu-Natal,"South Beach, Durban",Body surfing,19,N,,1951
SOUTH AFRICA,Eastern Cape Province,Port St. Johns,Body surfing,31,N,136-kg [300-lb] shark,1951
AUSTRALIA,New South Wales,"Windang, near the entrance to Lake Illawarra",Spearfishing (but treading water on the surface),20,N,,1951
AUSTRALIA,New South Wales,Bondi Beach,Swimming,14,N,1.2 m [4'] shark,1951
SOUTH AFRICA,KwaZulu-Natal,"Native Beach, Durban",Swimming,19,Y,,1951
AUSTRALIA,Queensland,Kirra,Paddling a surfboat,19,N,"Nurse shark, 10' ",1950
AUSTRALIA,New South Wales,Jervis Bay,Swimming,,N,"Wobbegong shark, 6'",1950
AUSTRALIA,Queensland,"Palm Beach North, 5 miles north of Burleigh Heads, Brisbane",Treading water,20,Y,,1950
AUSTRALIA,Northern Territory,Goulburn Island,Diving ,17,N,2' shark,1950
AUSTRALIA,Queensland,"Burleigh Heads, Brisbane",Body surfing,21,N,"White shark, 3m, seen in area and hooked 3 days later",1950
AUSTRALIA,Queensland,Yeppoon,Paddling a canoe,18,N,10' shark,1950
USA,California,"Imperial Beach, San Diego County",Body surfing / treading water,31,N,White shark,1950
AUSTRALIA,Queensland,"Peterson's Beach, Sarina",Fishing,25,N,4' shark,1950
EL SALVADOR, La Libertad,50 miles off Port La Libertad,Jerked overboard while pole fishing for tuna,27,N,"1,100-lb shark",1950
AUSTRALIA,South Australia,Streaky Bay,Fishing,,N,17' white shark,1950
JAPAN,Sago Prefecture,Ariakeno Bay,Swimming,19,Y,,1950
USA,Texas,Near Port Arthur,Swimming,11,N,Hammerhead shark,1950
USA,Florida,"Rock Harbor, Key Largo, Monroe County","Goggle-diving for seaweeds, but standing in water",21,N,0.7 m [2.5'] shark,1950
USA,New York,"Beach 103rd Street, Rockaway ",Swimming ,16,N,"""sand shark""",1950
USA,Florida,275 miles northeast of Miami,Survived crash of two-engine  C-46 transport plane carrying 62 migrant workers from Puerto Rico to USA ,25,Y,,1950
SOUTH AFRICA,KwaZulu-Natal,Port Edward,Treading water,27,N,,1950
ITALY,Tyrrhenian Sea,"Sprizze, Isola d'Elba",Fishing on a boat,,N,"unknown, possibly a white shark",1950
AUSTRALIA,Queensland,Cooper's Point,"Sea Disaster, sinking of the fishing  launch Mavis",50,Y,,1950
SOUTH AFRICA,Eastern Cape Province,Off Port Elizabeth breakwater,"Fishing, sitting in stern of small boat, feet dangling in the water",,N,2.13 m shark,1950
SOUTH AFRICA,Eastern Cape Province,"Off bank of Ntshala River, Morgan Bay",Wading,,N,1.5 m to 1.8 m [5' to 6'] spear-eye shark ,1950
SOUTH AFRICA,KwaZulu-Natal,"North Beach, Durban",Lifesaving drill,20,Y,,1950
AUSTRALIA,Western Australia,"Cottesloe, Perth",Spearfishing,,N,small carpet shark,1950
SOUTH AFRICA,KwaZulu-Natal,"South Beach, Durban",Body surfing,14,Y,"White shark, 3.7 m [12']  according to witnesses",1950
AUSTRALIA,Tasmania,Triabunna,Sitting on side of dinghy mending a net,,N,"White shark, 3.6 m,  420 kg male",1950
SRI LANKA,Eastern Province,Heda Oya Estuary,Shark fishing,,N,Possibly a lemon shark,1950
SRI LANKA,Southern Province,Dodnduwa,Spearfishing,,N,Whtietip reef shark,1950
INDONESIA,Jakarta Harbour,On rock near Yacht Club,Bending over,7 or 8,Y,"Tiger shark, 3.7 m to 4.3 m  [12' to 14']",1950
PANAMA,Canal Zone,300 yards west of mouth of the Chagres River,Bathing ,,N,2.7 m [9'] shark with black-tipped pectoral fins,1950
AUSTRALIA,Victoria,Seaholme,Lying on the bottom of a 16' dinghy,35,N,"Grey nurse shark, 2.6 m [8.5']  ",1949
AUSTRALIA,New South Wales,"Kurnell, Botany Bay ",Free diving or wading back to shore,36,N,6' shark,1949
AUSTRALIA,Queensland,Yorkeys Knob Beach near Cairns,Swimming,21,N,,1949
AUSTRALIA,Queensland,Yorkeys Knob Beach near Cairns,Swimming,34,Y,,1949
ITALY,Tuscany,Elba Island,Swimming,17,U,2 m shark,1949
AUSTRALIA,Tasmania,Flinders Island,Swimming near shore,18,N,,1949
ITALY,Calabria,Cosenza,Swimming,21,N,,1949
IRAN,Shatt-al-Arab River,Bashamir,Swimming,18,Y,,1949
USA,South Carolina,"Oketee River, Jasper County",Floating on his back,16,N,,1949
USA,California,"10 miles off Redondo Beach, Los Angeles County",Fishing,16,N,"Bonita sharkk, 200-lb",1949
AUSTRALIA,Western Australia,Broome,Bathing,22,N,"Whaler shark, 2.7 m [9'], 350- to 450-lb  identified by G.P. Whitley",1949
AUSTRALIA,New South Wales,Nelson's Bay,"Examining netted shark, that had been shot",26,N,,1949
AUSTRALIA,Queensland,"Nerang River, Southpot",Fishing,,N,3' shark,1949
AUSTRALIA,Queensland,"Ellis Beach, 20 miles from Cairns",Bathing in water 0.9 m deep,13,Y,"3.3 m [10'9""] shark",1949
AUSTRALIA,New South Wales,"Bar Beach, Newcastle ",Lifesaving exhibition,20,Y,"White shark, 3.6 m [11'9""] ",1949
AUSTRALIA,New South Wales,Off North Bondi,Surfing,32,U,Invalid,1949
ITALY,Tyrrhenian Sea,San Vincenzo,"Fishing, on a boat",,N,White shark,1949
PAPUA NEW GUINEA,Bougainville (North Solomons),"Orava (Aravo) Islet , near Kieta. ",Spearfishing,18,Y,,1949
AUSTRALIA,Western Australia,Lancelin Island,Swimming,17,Y,His hand was found in a 2.4 m [8'] tiger shark caught 1/5/1949,1948
AUSTRALIA,Queensland,"Kings Beach, Caloundra","Treading water, waiting for a wave",28,Y,,1948
CUBA,Guantanamo Province,10 miles off Cape Maisi,"2 messboys (Jeppsen) & Tony Latona (13) were playing on the afterdeck of the Danish ship Grete Maersk. Jeppsen fell overboard, Latona threw a lifebelt then jumped in to help him. Ship didnt notice they were missing",14,N,,1948
AUSTRALIA,Torres Strait,"Saibai Island, 80 miles north of Cape York",Pearl diving,41,N,,1948
GREECE,Attica,Keratsini ,Swimming,17,Y,Said to be 6.4 m [21'] shark,1948
IRAN,Shatt-al-Arab River,Bashamir,Swimming,15,N,,1948
BAHAMAS,Bimini Islands,Lerner Marine Laboratory,Spearing a shark,41,N,"Lemon shark, 4'",1948
USA,US Virgin Islands,"St. John, Genti Bay",Swimming,46,Y,,1948
PAPUA NEW GUINEA,"New Ireland Province, Bismarck Archipelago","Punam Passage, Rataman census div, Namatanai",Spearfishing,30,N,"""grey shark""",1948
AUSTRALIA,New South Wales,"Stockton Beach, Newcastle",Swimming,16,Y,3.7 m [12'] shark,1948
AUSTRALIA,New South Wales,"Mona Vale, near Sydney",Surf skiing,,N,6' shark,1948
USA,Florida,Biscayne Bay,Underwater photography,48,N,Nurse shark,1948
AUSTRALIA,New South Wales,"Watson Taylor's Lake, 25 miles south of Port Macquarie",Fishing,9,N,Grey nurse shark,1947
AUSTRALIA,South Australia,3 miles out to sea off Glenelg,Fishing,,N,5.5 m [18'] shark,1947
AUSTRALIA,New South Wales,"Knobby's Beach, Newcastle",Fishing from surf ski,17,N,,1947
AUSTRALIA,New South Wales,"Knobby's Beach, Newcastle",Fishing from surf ski,16,N,,1947
AUSTRALIA,New South Wales,"Maria River, Port Macquarie, 12 miles from river mouth",Swimming,12,Y,,1947
AUSTRALIA,New South Wales,"Maria River, Port Macquarie, 12 miles from river mouth",Swimming,13,N,,1947
BRAZIL,Pernambuco,Piedade,Swimming ,25,Y,,1947
USA,Florida,In a canal 10 miles north of St Augustine,Swimming,20,Y,Possibly C. leucas,1947
USA,California,"Santa Monica, Los Angeles County",Fishing,46,N,a small shark,1947
AUSTRALIA,Northern Territory,Darwin Harbour,Diving,,N,"Most likely, a small shark",1947
SOUTH AFRICA,KwaZulu-Natal,"North Beach, Durban",Swimming,20,N,,1947
USA,Hawaii,"Off Waianae, O'ahu",Fishing,35,N,,1947
AUSTRALIA,New South Wales,Coogee,Fishing,,N,"Tiger shark, 14' ",1947
SOUTH AFRICA,KwaZulu-Natal,"Country Club Beach, Durban",Treading water,21,N,"1.5 m, 45-kg shark",1947
SOUTH AFRICA,KwaZulu-Natal,"Rocket Hut Beach, Durban",Body surfing,14,N,,1947
AUSTRALIA,New South Wales,Palm Beach,Surfing,17,N,,1947
SOUTH AFRICA,KwaZulu-Natal,"Country Club Beach, Durban",Wading,18,N,,1947
SOUTH AFRICA,KwaZulu-Natal,"Country Club Beach, Durban",Treading water,22,N,"Blacktip shark, 2 m [6.75'] ",1947
BAHAMAS,New Providence Island,Cable Beach,Attempting to ride a shark,,N,5' shark,1947
AUSTRALIA,New South Wales,"Berry's Bay, Sydney Harbour",Rowing,17 & 16,N,"4.5  m [14'9""] shark",1947
SOUTH AFRICA,KwaZulu-Natal,"Country Club Beach, Durban",Treading water,18,N,>1.6 m shark,1947
AUSTRALIA,South Australia,Glenelg,Swimming near jetty with 2' piece of wood,23,N,,1946
AUSTRALIA,Torres Strait,40 miles off Thursday Island,Pearl diving from lugger,30,Y,,1946
AUSTRALIA,New South Wales,"Marks Point, Swan Bay, Lake Macquarie",Swimming,15,N,,1946
ISRAEL,Gaza,Jura Village,Fishing,15,N,,1946
AUSTRALIA,Queensland,"Ellis Beach, 20 miles from Cairns",Swimming after a tennis ball,30,Y,4.3 m [14'] shark,1946
IRAN,Khuzestan Province,"Dorquain, on the Karun River","Fishing, probably with a net",12,N,,1946
IRAN,Khuzestan Province,"Ahvaz, on the Karun River, 275 km from the sea",Swimming ,12,N,Possibly C. leucas,1946
AUSTRALIA,Queensland,"Trinity Beach, Cairns",Swimming,17,Y,,1946
AUSTRALIA,South Australia,Port Newby,Fishing,,N,6 m [20']  shark,1946
AUSTRALIA,South Australia,Grange,Fishing,28,N,,1946
SOUTH AFRICA,KwaZulu-Natal,"South Beach, Durban",Treading water,21,N,,1946
AUSTRALIA,Western Australia,"City Beach, Perth",Standing,18,N,"White shark, 4.2 m [13'9""] ",1946
SOUTH AFRICA,KwaZulu-Natal,"Battery Beach, Durban",Swimming ,18,N,,1946
SOUTH AFRICA,KwaZulu-Natal,"Battery Beach, Durban",Treading water,15,N,,1946
AUSTRALIA,Queensland,Townsville,,12,N,small shark,1946
SOUTH AFRICA,Western Cape Province,False Bay,Jumping in swells,18,N,1.5 m [5'] shark,1946
AUSTRALIA,New South Wales,"Oatley Bay near Como, Georges River",Swimming,14,Y,,1946
SOUTH AFRICA,Eastern Cape Province,"Pollock Beach, Port Elizabeth",Body surfing,24,N,,1946
IRAN,Shatt-al-Arab River,Bashamir,Swimming,13,N,,1945
SOUTH AFRICA,KwaZulu-Natal,Scottburgh,Walking,37,N,Thought to involve a Zambesi shark,1945
PANAMA,Colon Province,"Mouth of Rio Dudio, 50 miles west of the city of Colon",Bathing with her mother,8 or 10,N,,1945
IRAQ,Basrah,Shatt-al Arab River,Swimming,15,N,Bull shark,1945
PHILIPPINES,300 miles east of Luzon,USS Hull DD-350 was one of 3 destroyers that capsized in Typhoon Cobra,Swimming near life raft,19,N,9' shark,1944
USA,Florida,3 miles north of the inlet at Palm Beach,Fishing for mackerel,,N,"Tiger shark, 4.5 to 5.5 m [14'9"" to 18'], 2000-lb  ",1944
USA,Maryland,North Beach,Swimming,13,N,,1944
SOUTH AFRICA,KwaZulu-Natal,Margate,Swimming ,19,Y,,1944
SOUTH AFRICA,Western Cape Province,Hartenbos,Swimming,17,Y,"White shark, according to witnesses",1944
USA,Florida,"Atlantic Beach, Mayport,  Duval County",Bathing,15,N,1.8 m [6'] blacktip shark or spinner shark,1944
SOUTH AFRICA,KwaZulu-Natal,"Country Club Beach, Durban",Treading water,18,N,,1944
SOUTH AFRICA,KwaZulu-Natal,"North Beach, Durban",Standing,23,Y,,1944
SOUTH AFRICA,KwaZulu-Natal,"Country Club Beach, Durban",Treading water,16,N,,1944
SOUTH AFRICA,Western Cape Province,False Bay,Treading water,,N,2.1 m [7'] shark,1944
SOUTH AFRICA,KwaZulu-Natal,"North Beach, Durban",Body surfing,22,Y,,1944
AUSTRALIA,Western Australia,"Cottesloe, Perth",Fishing,,N,14' shark,1944
AUSTRALIA,New South Wales,"First Beach, Forster",Surfing,14,N,,1944
SOUTH AFRICA,KwaZulu-Natal,"North Beach, Durban",Swimming,26,Y,,1944
SOUTH AFRICA,KwaZulu-Natal,"Inyoni Rocks, Amazimtoti ",Treading water,17,Y,,1943
PANAMA,Gulf of Panama,"North shore of Rey Island, Las Perlas archipelago",Dived overboard to check propeller of US Navy motor torpedo boat,20,Y,"White shark, 2 m [6'9""]  (Tooth fragment recovered from victim's shoulder & identified by J.T. Nicholls)",1943
MEXICO,Veracruz,"Villa del Mar Beach, Veracruz",Swimming,68,U,Invalid,1943
AUSTRALIA,Tasmania,Triabunna,Fishing for cod,18,N,"White shark, 3.9 m, 550 kg, male",1943
AUSTRALIA,Queensland,Off Brisbane,Hospital Ship Centaur torpedoed & sunk by the Japanese submarine I-177,F,Y,,1943
SOUTH AFRICA,KwaZulu-Natal,"North Beach, Durban",Swimming,31,Y,,1943
USA,Hawaii,"Midway Island, Northwestern Hawaiian Islands",Spearfishing,,N,"""small sharks""",1943
USA,Hawaii,"Midway Island, Northwestern Hawaiian Islands",Spearfishing,,N,"""small sharks""",1943
AUSTRALIA,New South Wales,"Bantry Bay, near Ironstone Point, Middle Harbor, Sydney",Dog paddling or standing,15,Y,Bull shark,1942
SOUTH AFRICA,KwaZulu-Natal,50 km off St. Lucia,U-177 torpedoed & sank the troopship Nova Scotia,,Y,"1.8 m to 2.4 m [6' to 8'] sharks, most were oceanic whitetip sharks",1942
SOUTH AFRICA,KwaZulu-Natal,Umkomaas,Swimming,38,N,,1942
SOUTH AFRICA,Western Cape Province,Clifton,Swimming ,18,Y,"White shark, 4.5 m  to 6 m [14'9"" to 20'] according to witnesses",1942
SOLOMON ISLANDS,Makora-Ulawa Province,Cape Esperance (near Savo Islands),"His ship, the US destroyer Duncan DD 485, had been  sunk by crossfire from Japanese warships. He was wearing a kapok lifejacket & using 2 aluminum powder tins for floatation  ",25,N,,1942
AUSTRALIA,Queensland,"Trinity Beach, 17 km northwast of Cairns",Treading water,24,N,"Tiger shark, 2.4 m to 3 m [8' to 10'] ",1942
ITALY,Liguria,Savona,Sculling,20,N,Porbeagle shark,1942
AUSTRALIA,New South Wales,"Egg Rock, Middle Harbor, Sydney",Swimming,28,Y,"Bull shark, 4 m [13'] ",1942
AUSTRALIA,New South Wales,"Fairy Bower, near North Steyne",Surf-skiing,,N,3 m [10'] shark,1942
BAHAMAS,Cay Sal Bank,Anchored off the largest island in the group,Swimming along side N.E.L. vessel Saluda,48,N,1.2 m to 1.5 m [4' to 5'] shark,1942
AUSTRALIA,Western Australia,Carnarvon,Swimming,10,N,,1941
SOUTH ATLANTIC OCEAN,Off Libya,,HMAS Parramatta torpedoed & sunk by the U-559,23,N,Tiger shark,1941
USA,South Carolina,Sullivan's Island at entrance to Charleston Harbor,Swimming at edge of channel,20,N,,1941
USA,New Jersey,"Brielle, Monmouth County (Offshore)",Fishing for tuna,,N,Mako shark,1941
USA,Hawaii,"Nankuli, O'ahu",Fishing,,N,100-lb shark,1941
USA,New York,15 miles south of Jones Inlet,Fishing from 32' boat,43,N,2.1 m [7'] shark,1941
USA,California,"Santa Monica, Los Angeles County",Fishing,53,N,Mako shark (aka bonito shark) 1.2 m [4'] ,1941
AUSTRALIA,New South Wales,Wollongong,Fishing,34,N,,1941
SOUTH ATLANTIC OCEAN,In Convoy OB 274,Off Sierra Leone,Rescuing seaman after ship sunk by German raider,19,N,,1941
IRAN,Khuzestan Province,"Ahvaz, on the Karun River",Slipped off rocks and fell into the water,6,Y,,1941
AUSTRALIA,New South Wales,"Stockton Beach, Newcastle",Standing on sandbank,23,Y,,1940
SOUTH AFRICA,KwaZulu-Natal,"Inyoni Rocks, South Coast",Swimming,17,Y,,1940
PANAMA,Panama Bay (Pacific Ocean),Otoque Island,Bathing,18,Y,5.5 m [18'] shark,1940
USA,North Carolina,"Holden Beach, Brunswick County",Fishing,,N,3 m [10'] shark,1940
SOUTH AFRICA,KwaZulu-Natal,"Danger Pool, Winkelspruit, South Coast",Treading water,25,Y,"White shark, species identity confirmed by tooth pattern",1940
AUSTRALIA,New South Wales,Gerringong,Free diving for lobster,,N,Wobbegong shark,1940
SOUTH AFRICA,KwaZulu-Natal,"Inyoni Rocks, South Coast",Swimming,17,Y,"White shark, 160-kg [353-lb], identity confirmed by tooth pattern",1940
AUSTRALIA,New South Wales,"North Brighton, Botany Bay",Wading,55,Y,,1940
AUSTRALIA,Queensland,Brisbane River,Dived into the water,17,N,"""a small shark""",1940
AUSTRALIA,New South Wales,"North Brighton, Botany Bay",Swimming,13,Y,3 m [10'] shark,1940
AUSTRALIA,Queensland,"Surfers Paradise, near Southport",Swimming,22,N,,1940
SOUTH AFRICA,KwaZulu-Natal,"Warner Beach, South Coast",Swimming ,18,Y,2.4 m [8'] shark,1940
SLOVENIA,Adriatic Sea,Koper,Boating,,N, White shark,1940
AUSTRALIA,New South Wales,"Cabramatta Creek, Georges River ",Swimming,40,U,"Questionable incident, said to involve a 6' shark",1939
AUSTRALIA,Queensland,"Rubbish Dump Creek, Mackay",Swimming ,20,Y,2.6 m [8.5'] shark landed 2 hours later,1939
AUSTRALIA,Queensland,Near Restoration Rock off Portland Roads ,"Free diving for trochus shell, swimming to dinghy",27,N,"Tiger shark, 4.3 m [14'], 3 tooth fragments retrieved from his wounds",1939
USA,Hawaii,"Kane'ohe Bay, Mokapu, O'ahu",Spearfishing & had just speared a ulua,,N,1.5 m [5'] shark,1939
AUSTRALIA,Torres Strait ,Near Mabuiag Island,Pearl diving,,N,Tiger shark,1939
USA,California,"Off San Pedro, Los Angeles County",Fishing,33,N,,1939
BAHAMAS,Andros Islands,Blue Hole,"Dress diving, filming shark & pulling it through the water for a motion picture scene",38,N,"Nurse shark, 2.1 m [7']",1939
USA,Texas,"West Bay, 19 miles from Galveston",Seine netting,,N,18' shark,1939
PAPUA NEW GUINEA,Morobe Province,Bulolol,Dived for a coin,9,Y,,1939
PAPUA NEW GUINEA,Central Province,Port Moresby,Dived for a coin,,Y,"""a large shark""",1939
NEW ZEALAND,North Island,Matakana River Mouth,Fishing,,N,7' shark,1939
AUSTRALIA,New South Wales,Clarence River,Scooping prawns,Both 11,N,7' shark,1939
BAHAMAS,Andros Islands,Middle Bight,Fishing,,N,Tiger shark,1939
AUSTRALIA,New South Wales,"North Beach, Belligen River",Swimming,19,Y,,1938
